person_name,user_name,email,personal_number,birth_date,address,phone_number,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Vicenția Marin,vicențiamarin,vicențiamarin@kappa.ro,5121129120378,1979-06-02,"Soseaua Ardelean Nr. 429 Bl. 91  Sc. 30 Ap. 907, Zarnesti, 261980",0785 577 033,d0:11:5d:43:0d:d9,3.149.186.246,RO74PPVV7577608719699716,2025-04-04 17:16:32,19764,955,21,794937,b5b33fbe-9d71-461c-b60c-26f351ac9548
Gregorian Ene,gregorianene,gregorianene@zzup.ro,1920221264391,2023-02-23,"Bulevardul Nistor Nr. 190, Marginea, 925531",0260 584 365,e0:1a:bb:72:a5:a7,144.82.33.46,RO03DISZ1502647553394332,2025-04-04 17:16:32,33158,446,257,1990998,94fabe10-87c3-4218-880e-2632848d011e
Denis Florea,denisflorea,denisflorea@141.ro,5310815198026,1932-01-11,"Bulevardul Barbu Nr. 68, Titu, 878791",0768 768 506,2c:1b:bd:32:6d:fd,216.74.108.110,RO80LFGB5865057999505683,2025-04-04 17:16:32,17079,421,776,1320639,aa7e7cdd-298d-41ba-8b98-733a9ba10dc8
Petronela Preda,petronelapreda,petronelapreda@141.ro,4800222279199,2022-03-14,"Intrarea Ioniță Nr. 999 Bl. 42  Sc. 48 Ap. 751, Oituz, 229310",0250 836 678,28:d7:e6:73:57:f1,47.232.229.251,RO48ZHSH8704644481651184,2025-04-04 17:16:32,496,970,523,395318,f6213ab2-3b6b-4103-9310-16957e3c070d
Corina Manole,corinamanole,corinamanole@email.ro,8250301200167,1936-03-27,"Drumul Cristea, Radauti, 229312",0267 019 697,6a:ae:b7:09:2e:c4,216.99.99.213,RO94KTOV1177132785529426,2025-04-04 17:16:32,24099,456,618,1257814,a7420abf-59f2-4535-9397-952ec14b5d0c
Rica Florea,ricaflorea,ricaflorea@kappa.ro,5290804225316,2010-08-04,"Soseaua Nistor, Moreni, 250568",0262 427 356,bc:a7:a4:52:fb:33,96.59.24.180,RO63SYUZ0140473583671444,2025-04-04 17:16:32,16469,81,450,1984192,3f9a31fc-5d6e-4d74-aeee-f6983da8b725
Costin Popa,costinpopa,costinpopa@kappa.ro,4360718287148,1993-08-26,"Soseaua Nistor Nr. 29 Bl. 27  Sc. 42 Ap. 123, Toplita, 633595",0785 838 128,5e:45:b3:50:c9:5f,217.165.92.250,RO08LHMU7378765525574367,2025-04-04 17:16:32,34354,148,159,130030,10bcd78e-8e27-437c-a31e-2ebf349ad715
Vincențiu Ababei,vincențiuababei,vincențiuababei@email.ro,4080708341216,1992-12-01,"Bulevardul Manole Nr. 750, Alesd, 843280",0736 102 284,54:96:bc:da:78:75,18.234.25.118,RO73MEHA3371815637181233,2025-04-04 17:16:32,23383,223,360,1684021,af2631d7-733e-4313-8bc3-a3f77c9eb92e
Cristobal Aanei,cristobalaanei,cristobalaanei@acasa.ro,8260802182235,1914-05-15,"Drumul Stan Nr. 92 Bl. 33  Sc. 49 Ap. 945, Sacueni, 645940",0749 055 620,ec:1e:92:59:7c:71,203.86.66.2,RO86JZVN1176998276405127,2025-04-04 17:16:32,25910,184,89,232414,7ba33699-7681-4b5c-9577-2ab0069a68f3
Ana Niță,ananiță,ananiță@acasa.ro,4230729406582,2011-02-10,"Drumul Tudor, Jilava, 480230",0264 667 402,d8:c3:24:b2:7d:ae,161.200.175.175,RO90JYZL9958491875338856,2025-04-04 17:16:32,4203,679,458,1880913,499836cc-c335-418a-8e54-ff6a54c9af4b
Ionelia Niță,ionelianiță,ionelianiță@gmail.com,1520411023291,1934-04-27,"Bulevardul Despina Ababei Nr. 751, Sadova, 489785",0736 148 227,30:b9:43:56:01:d8,59.57.179.62,RO66GGLG5520284132624309,2025-04-04 17:16:32,9725,82,395,581690,ec91fb42-9a35-4adf-9eec-d11ba2c421f7
Cleopatra Tudor,cleopatratudor,cleopatratudor@141.ro,2771129086785,1994-09-29,"Strada Eremia Pușcașu, Pantelimon, 167406",0242 492 750,d0:55:16:19:2b:5f,154.115.93.117,RO63WKNM9267552616811582,2025-04-04 17:16:32,1366,110,381,1489383,645c9535-3c36-4fdf-afb9-d40a4a7ee8c6
Flora Ene,floraene,floraene@email.ro,3380304306007,2010-08-29,"Drumul Georgescu Nr. 424 Bl. 11  Sc. 87 Ap. 855, Valea Mare (Negresti), 938566",0748 288 775,38:97:50:6e:99:cb,223.240.125.237,RO40OFBR4423094228010687,2025-04-04 17:16:32,33417,726,752,1046021,7e63805d-9cc8-4e05-a2f8-b9b5900f852a
Cosmin Eftimie,cosmineftimie,cosmineftimie@kappa.ro,5640906249872,1919-03-01,"Drumul Remus Marin Nr. 18 Bl. 60  Sc. 84 Ap. 865, Calarasi, 782661",0748 568 185,7a:d5:2e:99:f0:7d,193.6.81.43,RO74NKYH6045585279453792,2025-04-04 17:16:32,35290,265,749,1998331,704c173e-e2ae-4b3a-b65e-f2754f21c405
Rareș Oprea,rareșoprea,rareșoprea@gmail.com,8610320172440,1975-03-04,"Soseaua Ortansa Niță, Campulung Moldovenesc, 369879",0232 748 902,d2:12:23:33:5e:15,90.71.251.36,RO04JQON1190764278374539,2025-04-04 17:16:32,2702,853,10,940341,ad82f4cd-2a8f-4105-a1a8-860b1d107a79
Dorian Albu,dorianalbu,dorianalbu@141.ro,7780215100856,1969-05-13,"Aleea Voinea, Dragalina, 617264",0722 817 797,d2:8f:14:95:49:18,149.222.73.123,RO58YWVB9914229985324455,2025-04-04 17:16:32,6537,986,353,978537,bced895b-fa69-42cf-b42f-af417aabcd1b
Viviana Dima,vivianadima,vivianadima@email.ro,1341117402945,1962-07-01,"Aleea Aanei, Macin, 161735",0251 962 017,c4:e9:09:1d:03:99,60.69.212.45,RO51JVTE5717085413397974,2025-04-04 17:16:32,14315,706,347,656042,635c6184-7922-46c4-9cce-bebab30837e2
Ofelia Cristea,ofeliacristea,ofeliacristea@acasa.ro,3711221453051,1968-06-07,"Bulevardul Preda, Valea Mare (Babeni), 700699",0741 284 017,d4:46:e5:2c:4f:45,107.191.42.35,RO79QGHY7078153474577924,2025-04-04 17:16:32,33203,402,569,142725,2576685b-6c85-4f6a-9e28-ae2248f5c685
Răducu Oprea,răducuoprea,răducuoprea@kappa.ro,2750918209304,1965-11-27,"Strada Ababei, Odorheiu Secuiesc, 281701",0263 856 846,b2:4a:9c:d1:8b:67,122.30.232.161,RO04XJTM8097961823698873,2025-04-04 17:16:32,28489,421,628,536421,9a7417f6-a87c-4419-9341-f177c4887e63
Felicia Popa,feliciapopa,feliciapopa@email.ro,2470406072379,2012-11-25,"Intrarea Alistar Manole Nr. 201 Bl. 37  Sc. 47 Ap. 169, Lupeni, 244025",0232 090 856,62:13:4b:39:36:c1,168.108.88.59,RO83RCKK3331549349572651,2025-04-04 17:16:32,24621,942,66,1895856,a5339c23-cbf5-438d-92f8-1266bb3b5edf
Amza Dobre,amzadobre,amzadobre@141.ro,7470722281795,1956-03-15,"Intrarea Ioniță Nr. 922, Pipera (Voluntari), 947031",0749 051 218,18:4f:84:89:d1:bb,177.134.173.171,RO08YBQD0192925510598091,2025-04-04 17:16:32,27812,448,511,1408742,22b809b2-6519-4807-8b16-4a76c070be6d
Constanța Manole,constanțamanole,constanțamanole@kappa.ro,4000728195451,1958-10-31,"Aleea Rebeca Georgescu Nr. 92, Talmaciu, 408586",0244 410 134,bc:60:3b:1f:14:07,82.101.190.190,RO51BAKM1300764519305272,2025-04-04 17:16:32,29134,898,397,22990,b694dbb5-31fe-47bb-b70c-b281378c627e
Gabriela Dumitrescu,gabrieladumitrescu,gabrieladumitrescu@acasa.ro,6990502167592,1986-06-17,"Soseaua Mazilescu Nr. 91 Bl. 92  Sc. 41 Ap. 531, Codlea, 297339",0248 951 766,04:6b:52:cd:31:e0,195.107.160.225,RO28KXCR3159482036813535,2025-04-04 17:16:32,30181,246,580,1036637,9600ae4f-a2f4-492d-82f7-7fe8cc8b5a07
Teodor Diaconu,teodordiaconu,teodordiaconu@zzup.ro,4780419463843,1986-12-01,"Bulevardul Georgescu, Agnita, 393798",0739 404 771,8c:90:24:28:71:1f,152.92.85.86,RO65PNMA9351004506096417,2025-04-04 17:16:32,14840,912,688,428850,e62c3db7-289f-42d7-869d-945a6ee1db65
Adriana Nemeș,adriananemeș,adriananemeș@zzup.ro,8380816516087,2016-12-12,"Intrarea Stancu Nr. 942, Anina, 508089",0745 767 051,56:a7:14:da:a3:a1,216.2.7.71,RO34SMJY1404200237025870,2025-04-04 17:16:32,15708,338,451,1760006,e5a68dc2-32d2-4dd4-91e9-778470434fd0
Gianina Mazilescu,gianinamazilescu,gianinamazilescu@post.ro,5861008057933,1914-10-22,"Soseaua Ababei Nr. 985, Turda, 153442",0243 997 333,c2:f3:09:d4:2a:28,59.76.215.47,RO36UFBY3546251591104652,2025-04-04 17:16:32,10194,16,170,1446607,ce05e095-14ff-4fdc-b4ba-c73cd4051f4b
Paul Tabacu,paultabacu,paultabacu@gmail.com,7250112144811,2003-04-11,"Aleea Dobre Nr. 642 Bl. 80  Sc. 50 Ap. 484, Targoviste, 467194",0255 683 516,6a:26:44:d7:7a:ad,74.15.199.105,RO04LZUF8373005435421301,2025-04-04 17:16:32,16132,207,263,391226,75c6579e-218e-4cc4-81cd-c04cc078c99e
Inocențiu Voinea,inocențiuvoinea,inocențiuvoinea@post.ro,7000608381430,2015-02-11,"Strada Nemeș Nr. 84 Bl. 47  Sc. 52 Ap. 545, Calarasi, 405422",0259 547 907,d0:ac:f0:b8:e1:c0,216.169.241.24,RO50CSGR8304844055967264,2025-04-04 17:16:32,31738,736,769,1797306,28aece77-f771-4e1a-a3f3-3b8a010e34dc
Catrina Suciu,catrinasuciu,catrinasuciu@post.ro,2741009350808,2002-04-13,"Intrarea Dochioiu, Busteni, 680713",0263 668 627,48:6e:78:ba:a3:62,202.184.161.20,RO34WAPB4141639155429809,2025-04-04 17:16:32,13442,982,418,1036351,6c4dac18-3e1d-4aaa-b185-3a20c64628b6
Olimpian Ene,olimpianene,olimpianene@post.ro,1860317204928,1993-03-09,"Drumul Mocanu Nr. 781 Bl. 27  Sc. 63 Ap. 998, Rovinari, 668333",0237 666 215,de:34:eb:26:7d:18,185.50.124.204,RO70DUBR6490907574665557,2025-04-04 17:16:32,33357,120,428,287405,7d11e246-be03-4e05-86dc-f617fb288b56
Martin Preda,martinpreda,martinpreda@acasa.ro,4690426407790,2005-06-11,"Aleea Popa Nr. 361 Bl. 33  Sc. 86 Ap. 162, Floresti, 571477",0753 874 274,b2:d8:78:16:b2:b5,140.162.81.93,RO12HKVD5513489361669463,2025-04-04 17:16:32,18446,27,430,680299,0ba70ee2-7c75-4fcc-9edc-dc2852922aa9
Brăduț Tabacu,brăduțtabacu,brăduțtabacu@email.ro,4390505091659,1962-03-12,"Soseaua Stan, Tecuci, 467587",0741 797 471,c0:af:ea:58:8c:a8,130.213.91.72,RO73NRLJ4855972547276643,2025-04-04 17:16:32,13377,107,567,865814,6c12349e-4f83-42ec-bec0-00fcf071945f
Inocențiu Toma,inocențiutoma,inocențiutoma@acasa.ro,4611201264603,1961-06-12,"Bulevardul Florea, Medias, 545206",0262 838 878,84:3c:03:7c:94:9c,114.119.174.108,RO88HIRG9250177046937077,2025-04-04 17:16:32,32850,956,699,1782883,54860dd9-5344-4047-8b04-f8a39e48258d
Toma Mocanu,tomamocanu,tomamocanu@post.ro,6100831528200,1960-05-26,"Intrarea Dochioiu, Odobesti, 153644",0269 218 130,66:2c:54:9e:7b:49,61.137.233.208,RO67JESS8357871634781604,2025-04-04 17:16:32,17682,362,593,1881090,15c8823b-75d0-4aec-ae33-a806bb54681d
Casandra Dinu,casandradinu,casandradinu@zzup.ro,7341213340835,2004-05-30,"Strada Florea Nr. 796 Bl. 55  Sc. 98 Ap. 172, Cernavoda, 562049",0732 110 762,9a:bc:77:b5:ca:e7,98.56.102.34,RO88ZBQH6554715349890001,2025-04-04 17:16:32,24879,605,385,1631447,ca8e5bd5-386f-4a38-88b6-2a233f5f7f10
Geta Popa,getapopa,getapopa@gmail.com,3270928025080,1912-01-14,"Intrarea Jan Stancu Nr. 550 Bl. 96  Sc. 60 Ap. 485, Sovata, 165085",0771 673 939,3c:d7:25:fe:45:25,25.111.19.200,RO90KHVI8566867701165254,2025-04-04 17:16:32,4663,381,0,555487,c5e33564-d218-4095-8ef6-d1a91ddd0fcc
Emilia Ionescu,emiliaionescu,emiliaionescu@post.ro,3020816338484,1917-12-16,"Aleea Diaconu, Adjud, 604803",0786 175 227,90:0d:e8:65:45:fb,42.194.106.89,RO52EHVG0861710131485472,2025-04-04 17:16:32,3054,719,345,835575,7b54bc26-0cee-41b7-885b-abaaca0b724f
Tamara Cristea,tamaracristea,tamaracristea@gmail.com,6160705071561,1956-08-10,"Soseaua Ababei Nr. 14, Rasnov, 624396",0731 867 031,e0:fa:0b:07:e4:8c,32.29.27.64,RO70RIJJ9381120944666513,2025-04-04 17:16:32,35110,283,621,1495194,03941426-58c8-491a-9198-f8b704ff6169
Stela Toma,stelatoma,stelatoma@zzup.ro,2470326041671,1973-05-04,"Drumul Dochioiu Nr. 601, Turda, 447813",0763 563 026,7a:4c:84:0e:03:79,27.148.17.194,RO05XPAR5794305558486089,2025-04-04 17:16:32,5239,871,108,1683171,efa84e77-241d-48c1-8720-22e3a56a8fee
Leopoldina Manole,leopoldinamanole,leopoldinamanole@email.ro,4881110315151,1940-03-18,"Intrarea Nemeș Nr. 26 Bl. 28  Sc. 25 Ap. 821, Vaslui, 116588",0269 361 112,0e:39:8b:e8:22:3d,187.54.169.196,RO26JCGM9719152035130118,2025-04-04 17:16:32,9798,277,628,1245528,1a5847fa-7da2-48c3-bb37-9d12b17f16a9
Simion Dumitrescu,simiondumitrescu,simiondumitrescu@141.ro,8360916179990,1992-07-10,"Strada Tabacu, Cisnadie, 389675",0760 922 182,76:6b:bb:7e:f0:fd,158.51.38.184,RO78NHWG8942452779473884,2025-04-04 17:16:32,11870,52,729,1945330,2b272d95-8521-4cdb-b1ee-066fdfe8e78c
Lică Eftimie,licăeftimie,licăeftimie@kappa.ro,3360414124361,1918-03-27,"Soseaua Gheorghiu Nr. 172, Remetea, 746452",0751 824 396,2a:ee:68:3d:ed:11,205.72.151.74,RO51RRWM7696569368764523,2025-04-04 17:16:32,14700,304,313,296755,8bb427a1-c179-4057-8b74-f804ce4cf7da
Brândușa Stancu,brândușastancu,brândușastancu@post.ro,5240407134731,2011-11-30,"Drumul Andra Ioniță Nr. 95 Bl. 41  Sc. 84 Ap. 516, Motatei, 558600",0732 306 966,b8:e9:2f:d3:e8:63,179.149.38.107,RO18UBUD5412876533299773,2025-04-04 17:16:32,2822,384,696,1134569,32ad3e30-bb4c-4ec5-8d99-bc9cafe591b3
Milena Florea,milenaflorea,milenaflorea@email.ro,7470609406634,2022-09-16,"Bulevardul Florea Nr. 196 Bl. 19  Sc. 70 Ap. 895, Viseu de Sus, 507348",0734 353 236,96:ac:04:d8:d0:45,97.240.80.189,RO21QAAD1169050894602096,2025-04-04 17:16:32,23606,904,511,295190,44ca8ef2-9d75-4700-bf1a-4376926112f3
Bănel Suciu,bănelsuciu,bănelsuciu@kappa.ro,4761009278423,2017-11-05,"Drumul Florența Mocanu Nr. 327, Constanta, 297054",0731 438 083,74:fd:7c:ca:0f:bc,107.40.173.187,RO81AEHS5024402005982523,2025-04-04 17:16:32,8136,215,749,1463350,7be61892-cfe2-41c2-8eeb-f442c1f69301
Geanina Marin,geaninamarin,geaninamarin@post.ro,8611001388378,1978-11-25,"Strada Voinea, Baia, 967083",0720 901 173,36:c9:20:70:f1:84,144.176.156.0,RO54QCGN1057570783972814,2025-04-04 17:16:32,25963,374,1,316926,1e95a9f7-695e-4b71-baf9-becceab693f0
Cornelia Ababei,corneliaababei,corneliaababei@email.ro,7211026405405,1967-05-07,"Soseaua Manole Nr. 437, Berceni, 641336",0239 361 527,c6:84:dc:8b:1b:c8,208.21.184.52,RO89SGEO2074265665087563,2025-04-04 17:16:32,33889,155,323,569800,ba8fef17-403f-4993-89a5-3217d35fa687
Silvana Albu,silvanaalbu,silvanaalbu@kappa.ro,1640216520528,1956-05-11,"Bulevardul Nemeș Nr. 19, Ramnicu Valcea, 356850",021 918 3721,7c:2b:32:b3:ae:8b,94.33.77.58,RO21FYMJ2339835837122096,2025-04-04 17:16:32,16545,637,173,1944853,6b7638e3-ecca-4bef-9958-99fa5f4c7774
Caius Mocanu,caiusmocanu,caiusmocanu@kappa.ro,3980123350845,1989-05-07,"Soseaua Florea Nr. 29 Bl. 59  Sc. 44 Ap. 730, Draganesti-Olt, 999226",0761 026 377,b2:4b:1f:b4:8e:a4,85.12.111.216,RO38NPEN9943224015033702,2025-04-04 17:16:32,34582,119,422,1311158,cd7ad3c5-04b8-4592-b899-3595e8d815bb
Corneliu Popescu,corneliupopescu,corneliupopescu@email.ro,8400415360810,1957-02-22,"Aleea Nistor, Dumbravita, 407809",0744 508 070,ca:d3:77:5e:93:71,12.52.177.207,RO55UFLA8060971892672653,2025-04-04 17:16:32,26473,546,542,626889,0f05065e-d863-4d98-a6a2-905cf261c02a
Casandra Dima,casandradima,casandradima@email.ro,7440914436175,1946-12-24,"Strada Pop Nr. 95, Tarnaveni, 195238",0242 925 037,08:02:09:d2:ef:19,58.223.122.147,RO94KEVV3141311048099124,2025-04-04 17:16:32,18790,152,194,963914,c2afccb5-0043-4378-bee7-f0a028dd729f
Carol Popescu,carolpopescu,carolpopescu@zzup.ro,7930813316271,2007-06-29,"Intrarea Dinu Nr. 88 Bl. 10  Sc. 80 Ap. 651, Motru, 994333",0259 130 274,84:55:12:08:cd:0f,49.214.214.17,RO37NIPP6941078366742285,2025-04-04 17:16:32,12761,248,2,1802900,7831467f-f9a3-4103-8e80-9f467863d9b4
Tudora Tabacu,tudoratabacu,tudoratabacu@zzup.ro,1190127111018,2024-09-19,"Aleea Tudor Nr. 559, Videle, 120972",0758 616 466,0e:06:e6:4c:05:d1,176.13.202.96,RO58KIGM2348822470767005,2025-04-04 17:16:32,20496,822,792,309710,2a09a14f-8842-4a68-b574-812301787086
Marinela Toma,marinelatoma,marinelatoma@zzup.ro,5080230115288,1988-01-08,"Bulevardul Ghenadie Dinu Nr. 738 Bl. 25  Sc. 78 Ap. 556, Nasaud, 902733",0763 731 366,bc:0a:4b:e3:5a:bf,5.62.174.187,RO87UZCR6557843600344045,2025-04-04 17:16:32,10008,639,685,1860996,552dbfc3-4e51-4eb6-bc04-7f18454e80f2
Axinte Popa,axintepopa,axintepopa@email.ro,2530714330833,1977-10-29,"Aleea Stela Ioniță Nr. 38 Bl. 17  Sc. 53 Ap. 489, Sinaia, 153878",0767 907 198,44:01:63:b2:ab:17,154.255.88.108,RO52JMFY0916666042121913,2025-04-04 17:16:32,1729,729,411,392776,4f7bcdcf-e8fc-4fc6-a734-e61dc2ea1af1
Olga Albu,olgaalbu,olgaalbu@141.ro,8251209518841,1986-11-28,"Intrarea Preda Nr. 29, Gheorgheni, 783490",0744 357 384,2e:16:1f:af:ce:3f,128.90.50.174,RO84RVWJ0875482127689672,2025-04-04 17:16:32,34080,916,697,719630,616d45b2-19b7-4352-a8c4-678d160b6f3a
Ernest Barbu,ernestbarbu,ernestbarbu@post.ro,5151216186369,1933-12-30,"Aleea Pop Nr. 131, Rasnov Romacril, 912030",0257 466 862,8c:bd:62:f7:fe:6b,157.241.114.216,RO60KQZM6804149259239509,2025-04-04 17:16:32,19140,721,506,52058,aa2d33a6-444f-4351-b20c-1c40ac47e76c
Anica Voinea,anicavoinea,anicavoinea@zzup.ro,1920829272290,2006-04-26,"Strada Emanoil Popescu Nr. 12 Bl. 79  Sc. 96 Ap. 811, Campulung Moldovenesc, 841360",0268 719 146,80:a2:5a:c2:97:77,49.9.223.113,RO02KXIO5745447112481539,2025-04-04 17:16:32,20258,427,479,1645419,7ae4e610-2490-428a-97ae-fa97a38b7590
Alexandrina Pop,alexandrinapop,alexandrinapop@gmail.com,2130606161961,1938-06-27,"Intrarea Ababei Nr. 21 Bl. 37  Sc. 33 Ap. 309, Motatei, 421191",0741 397 511,74:e4:2c:d3:72:07,153.211.247.245,RO13RXNL1353406502955890,2025-04-04 17:16:32,23782,969,70,317557,26407945-97db-4bd7-a0ea-6afc83c37684
Doru Mocanu,dorumocanu,dorumocanu@zzup.ro,6310610140536,1925-03-27,"Aleea Gheorghiu Nr. 894 Bl. 74  Sc. 49 Ap. 674, Ovidiu, 688636",0749 594 088,7a:5a:ba:47:57:d5,103.215.134.47,RO45RESC5052853219866448,2025-04-04 17:16:32,1995,545,75,729022,b594eef5-6351-4f46-85b5-c3394d9391b0
Relu Manole,relumanole,relumanole@kappa.ro,3111228469560,2008-12-22,"Strada Marin Nr. 112 Bl. 28  Sc. 26 Ap. 731, Podu Iloaiei, 404781",0755 496 577,30:f4:3a:96:11:dc,201.135.141.205,RO19YBRU0536029629543460,2025-04-04 17:16:32,27359,653,360,679845,dbe62c82-ec1d-4d85-9181-687d389a5d87
Patricia Oprea,patriciaoprea,patriciaoprea@kappa.ro,2780418334818,1957-02-05,"Strada Dochioiu, Amara, 849729",0748 880 985,fa:0b:87:5f:e8:b8,154.142.107.248,RO81SDAL3144680287776994,2025-04-04 17:16:32,27819,987,547,106186,77631e66-3057-47dd-aca1-7747d3379eb0
Domnica Popescu,domnicapopescu,domnicapopescu@141.ro,4421209282935,1967-05-25,"Bulevardul Ardelean, Resita, 718220",0730 145 178,f2:71:a8:23:9c:c3,202.65.51.216,RO86GOYO9305036284680939,2025-04-04 17:16:32,9781,429,556,1202162,4a2aaa65-1a75-4e82-ab47-2e47d8ca4ff3
Luminița Nemeș,luminițanemeș,luminițanemeș@kappa.ro,2180431249565,1927-06-20,"Strada Natalia Tabacu Nr. 188 Bl. 77  Sc. 71 Ap. 512, Balotesti, 937744",0253 845 982,d4:2b:9d:a5:01:9f,148.172.102.14,RO64FTHR1489704228556834,2025-04-04 17:16:32,33818,691,691,162824,af1f75d0-cb11-495e-89c1-fb6ad693e46e
Olga Florea,olgaflorea,olgaflorea@gmail.com,8990905177705,1942-05-28,"Soseaua Mona Preda Nr. 32 Bl. 29  Sc. 50 Ap. 616, Hunedoara, 447493",0751 196 767,ca:8e:a5:5e:3f:40,117.123.191.80,RO75EIXU2839801056483783,2025-04-04 17:16:32,28222,452,687,46640,b2682b3a-e193-4b9c-8151-8a94fc618d5a
Geanina Mazilescu,geaninamazilescu,geaninamazilescu@gmail.com,8881014431027,1944-04-11,"Intrarea Gabriel Diaconu, Copsa Mica, 755211",0260 211 877,8e:7f:5b:5b:58:e4,4.248.248.185,RO32FAQL1816249388052551,2025-04-04 17:16:32,35170,265,284,1858457,82b23ed0-6633-4c53-92cc-c526da726699
Jan Nistor,jannistor,jannistor@acasa.ro,7960719383803,2009-08-25,"Strada Tudor, Sighetu Marmatiei, 790935",0741 870 726,62:80:0f:0a:45:df,172.50.226.206,RO82KSBV8043207605434710,2025-04-04 17:16:32,5526,752,620,1241981,0286bdf1-1b30-4935-9a32-0e986e6f605e
Anamaria Ioniță,anamariaioniță,anamariaioniță@kappa.ro,3090710357222,2000-03-14,"Soseaua Manole Georgescu Nr. 241 Bl. 78  Sc. 66 Ap. 499, Bosanci, 806009",0249 935 454,ae:1c:d0:c3:50:8a,151.74.120.98,RO88LCDV8157381271614359,2025-04-04 17:16:32,8283,37,519,1595825,45051c74-86f6-4ccd-8a29-606a81d230de
Mădălin Oprea,mădălinoprea,mădălinoprea@email.ro,4851123107908,1949-03-27,"Drumul Popescu Nr. 52, Onesti, 713375",0739 234 868,e2:1d:af:ae:59:54,164.150.45.68,RO74YVWN1947855451118826,2025-04-04 17:16:32,33277,622,574,1194499,a657825f-71e3-46d5-8690-8d9fa8c6bd4b
Vera Ioniță,veraioniță,veraioniță@141.ro,3340629195151,1995-07-30,"Aleea Pușcașu Nr. 401, Babadag, 885440",0734 643 111,b8:0c:56:a0:5f:bf,18.248.164.24,RO95ILFK1908264334549127,2025-04-04 17:16:32,11108,946,789,223618,985f42b3-de4e-45ad-9c6e-8ef23e1aac2a
Dochia Ionescu,dochiaionescu,dochiaionescu@zzup.ro,4240810198870,2014-08-22,"Strada Preda Nr. 31 Bl. 41  Sc. 22 Ap. 909, Cisnadie, 521970",0235 642 841,b6:dd:27:7a:9a:6d,117.104.42.227,RO43CWZP0833175080412395,2025-04-04 17:16:32,32725,499,537,1537012,d69a2e2e-3231-4f30-9583-71cde9b9f9b7
Olimpian Oprea,olimpianoprea,olimpianoprea@acasa.ro,1700704469626,1959-11-18,"Intrarea Ardelean Nr. 434 Bl. 63  Sc. 18 Ap. 318, Sighetu Marmatiei, 894041",0721 102 055,58:7f:1f:19:5f:a6,132.136.57.48,RO74LJXM7268086404520110,2025-04-04 17:16:32,24803,668,287,1340747,7890175d-5d3f-48d9-95ac-d8338e45090e
Janeta Cristea,janetacristea,janetacristea@acasa.ro,7451223351375,2009-05-27,"Aleea Dalia Stoica, Zarnesti, 845745",0234 760 031,44:fc:12:38:64:51,219.207.102.50,RO26PVQD0120865972784668,2025-04-04 17:16:32,16800,571,130,849706,8142b028-5df6-4383-b051-7329e4914d87
Cazimir Diaconu,cazimirdiaconu,cazimirdiaconu@kappa.ro,6370105042833,1919-05-11,"Drumul Preda Nr. 324, Stei, 350260",0258 206 801,a8:35:59:f4:43:af,100.14.17.24,RO40WXME1854015787342905,2025-04-04 17:16:32,21670,845,194,1324506,beebe1c8-68cd-4914-aa2a-b53700342319
Carla Gheorghiu,carlagheorghiu,carlagheorghiu@acasa.ro,6570211152350,1942-07-20,"Bulevardul Dumitrescu Nr. 90, Campulung Moldovenesc, 292011",0738 634 053,4c:ce:fe:d3:78:5b,41.182.213.23,RO86GQKS2480879585087353,2025-04-04 17:16:32,14359,977,638,1591898,03f43b24-72ea-4897-96e6-eb527b3573cc
Steluța Dochioiu,steluțadochioiu,steluțadochioiu@post.ro,8920724054093,2008-10-05,"Drumul Georgescu Nr. 506 Bl. 29  Sc. 46 Ap. 777, Alesd, 383207",0738 147 374,60:24:de:6c:c7:7f,122.85.47.164,RO88HIRJ4574541422667819,2025-04-04 17:16:32,1453,371,229,384157,18bedb8e-c0c8-467d-b4da-06e283b6533d
Mihai Georgescu,mihaigeorgescu,mihaigeorgescu@gmail.com,5441224331275,1940-10-23,"Strada Nistor Nr. 44, Savinesti, 725548",0258 868 463,b4:14:6e:e1:47:9f,92.51.45.146,RO02EWOT3451892558972645,2025-04-04 17:16:32,16835,920,204,555588,6a928c0b-29f4-41c6-96f2-68f3c4668468
Eva Nemeș,evanemeș,evanemeș@post.ro,8370621433547,1919-08-29,"Intrarea Florian Aanei Nr. 85 Bl. 36  Sc. 77 Ap. 146, Giroc, 752689",0750 336 356,1e:90:af:e1:21:08,18.144.245.231,RO83LJSN0558046396287920,2025-04-04 17:16:32,16317,536,678,769354,692b866e-8376-4b09-861e-f627146c2950
Eliana Stoica,elianastoica,elianastoica@acasa.ro,1960705355859,1978-11-18,"Aleea Albu Nr. 72 Bl. 91  Sc. 84 Ap. 820, Titu, 886065",0740 465 177,c2:11:4c:ca:0f:06,94.129.44.47,RO28GRRG7863661863443493,2025-04-04 17:16:32,25881,176,501,1713421,b84de899-c150-478b-9286-96b8b9748537
Antoaneta Mocanu,antoanetamocanu,antoanetamocanu@141.ro,8110218317040,1968-09-11,"Aleea Dochioiu Nr. 39, Fundulea, 870692",0267 014 085,6c:47:ac:b4:27:0f,144.98.94.46,RO89XOPX7453070103500390,2025-04-04 17:16:32,28225,831,687,433901,45f6c9c8-2080-4a6d-bb64-5315ac3e6262
